timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699622646187;3.191;18;639;426x240;76608
1699622647186;2.125;18;639;426x240;76741
1699622648186;1.326;18;639;426x240;76879
1699622649187;4.27;18;639;426x240;76996
1699622650186;3.206;18;639;426x240;77134
1699622651186;2.142;18;639;426x240;77247
1699622652186;5.142;18;639;426x240;77364
1699622653186;4.27;18;639;426x240;77474
1699622654186;7.208;18;639;426x240;77588
1699622655187;6.142;18;639;426x240;77711
1699622656186;9.342;18;639;426x240;77853
1699622657187;8.286;18;639;426x240;77986
1699622658186;11.224;18;639;426x240;78112
1699622659187;14.158;18;639;426x240;78251
1699622660186;13.363;18;639;426x240;78387
1699622661186;12.303;18;639;426x240;78508
1699622662186;11.238;18;639;426x240;78619
1699622663186;10.175;18;639;426x240;78734
1699622664186;9.11;18;639;426x240;78857
1699622665186;12.191;18;639;426x240;78966
1699622666186;11.255;18;639;426x240;79082
1699622667186;10.19;18;639;426x240;79197
1699622668186;13.126;18;639;426x240;79306
1699622669186;12.327;18;639;426x240;79428
1699622670186;11.271;18;639;426x240;79536
1699622671186;10.206;18;639;426x240;79659
1699622672188;9.143;18;639;426x240;79757
1699622673196;12.286;18;639;426x240;79871
1699622674182;11.279;18;639;426x240;79991
1699622675186;14.126;18;639;426x240;80115
1699622676186;13.159;18;639;426x240;80236
1699622677186;12.359;18;639;426x240;80339
1699622678187;11.303;18;639;426x240;80455
1699622679186;10.24;18;639;426x240;80566
1699622680188;9.178;18;639;426x240;80679
1699622681186;12.111;18;639;426x240;80792
1699622682186;11.31;18;639;426x240;80915
1699622683186;10.254;18;639;426x240;81035
1699622684186;9.189;18;639;426x240;81171
1699622685186;8.127;18;639;426x240;81291
1699622686186;7.33;18;639;426x240;81420
1699622687186;10.271;18;639;426x240;81524
1699622688186;9.191;18;639;426x240;81648
1699622689186;8.141;18;639;426x240;81753
1699622690186;11.343;18;639;426x240;81884
1699622691186;10.28;18;639;426x240;82006
1699622692186;9.223;18;639;426x240;82118
1699622693190;8.159;18;639;426x240;82240
1699622694186;7.358;18;639;426x240;82363
1699622695186;6.295;18;639;426x240;82472
1699622696187;5.239;18;639;426x240;82609
1699622697186;4.175;18;639;426x240;82710
1699622698186;3.111;18;639;426x240;82832
1699622699186;2.311;18;639;426x240;82951
1699622700186;1.253;18;639;426x240;83073
1699622701186;0.191;18;639;426x240;83118
1699622702186;3.127;18;639;426x240;83317
1699622703186;2.325;18;639;426x240;83440
1699622704186;5.271;18;639;426x240;83570
1699622705186;4.208;18;639;426x240;83693
1699622706187;3.146;18;639;426x240;83817
1699622707186;6.111;18;639;426x240;83944
1699622708186;5.28;18;639;426x240;84060
1699622709187;8.224;18;639;426x240;84181
1699622710186;7.159;18;639;426x240;84337
1699622711186;6.359;18;639;426x240;84450
1699622712186;5.295;18;639;426x240;84562
1699622713186;4.239;18;639;426x240;84681
1699622714186;3.174;18;639;426x240;84787
1699622715186;6.111;18;639;426x240;84890
1699622716186;5.314;18;639;426x240;85007
1699622717186;8.255;18;639;426x240;85124
1699622718186;7.191;18;639;426x240;85240
1699622719186;10.127;18;639;426x240;85351
1699622720186;9.334;18;639;426x240;85465
1699622721186;12.273;18;639;426x240;85586
1699622722186;11.212;18;639;426x240;85696
1699622723186;10.15;18;639;426x240;85813
1699622724186;9.346;18;639;426x240;85926
1699622725186;8.15;18;639;426x240;86048
1699622726186;7.231;18;639;426x240;86165
1699622727186;10.164;18;639;426x240;86295
1699622728188;9.365;18;639;426x240;86414
1699622729180;8.197;18;639;426x240;86541
1699622730185;11.127;18;639;426x240;86665
1699622731186;10.18;18;639;426x240;86793
1699622732186;13.116;18;639;426x240;86927
1699622733187;12.316;18;639;426x240;87040
1699622734186;11.258;18;639;426x240;87168
1699622735186;14.196;18;639;426x240;87272
1699622736186;13.132;18;639;426x240;87392
1699622737186;12.332;18;639;426x240;87500
1699622738186;11.275;18;639;426x240;87618
1699622739186;10.212;18;639;426x240;87735
1699622740186;13.145;18;639;426x240;87858
1699622741186;12.316;18;639;426x240;87966
1699622742186;11.288;18;639;426x240;88082
1699622743186;10.229;18;639;426x240;88197
1699622744186;13.166;18;639;426x240;88316
1699622745186;12.369;18;639;426x240;88428
1699622746186;11.306;18;639;426x240;88551
